id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
33393,FL,F,1571.0,28,17,15,22.5,10.0,1571.0,496.0,518,526.0,518
79622,WI,F,842.0,0,3,70,9.913043478,5.0,842.0,469.0,492,493.0,492
99209,IL,F,517.0,1,0,74,2.578947368,3.0,517.0,344.0,348,416.0,348
23056,SC,F,1299.0,2,0,43,4.0,12.5,1299.0,589.0,590,596.0,590
105068,KS,U,731.0,2,0,76,5.304347826,7.0,731.0,370.0,398,423.0,398
170479,CA,F,670.0,1,1,74,8.857142857,10.0,670.0,194.0,239,252.0,239
135174,AZ,Female,593.0,0,3,42,12.75,25.0,593.0,319.0,272,317.0,272
116669,TX,M,444.0,0,1,80,5.8,10.0,444.0,241.0,249,286.0,249
126415,TX,M,509.0,2,26,49,5.333333333,5.0,509.0,262.0,263,291.0,263
97736,IL,M,570.0,0,6,68,8.0,15.0,570.0,322.0,341,406.0,341
132437,CO,F,516.0,2,1,56,9.857142857,13.0,516.0,252.0,275,295.0,275
169198,CA,F,960.0,2,6,60,23.75,25.0,960.0,272.0,329,314.0,329
126949,TX,F,0.0,0,0,0,10.5,10.0,0.0,0.0,0,0.0,0
24040,SC,M,781.0,1,1,54,8.769230769,20.0,781.0,375.0,373,408.0,373
51692,Tennessee,F,829.0,1,0,57,10.6,15.0,829.0,394.0,404,432.0,404
38539,FL,F,1458.0,24,22,3,5.5,13.0,1458.0,446.0,427,597.0,427
181462,WA,F,978.0,5,3,58,15.33333333,23.0,978.0,329.0,369,384.0,369
153771,CA,F,2111.0,56,6,32,20.0,25.0,2111.0,551.0,529,580.0,529
25558,GA,M,899.0,1,4,60,10.5,15.0,899.0,503.0,503,513.0,503
182916,WA,F,666.0,1,4,43,20.0,25.0,666.0,432.0,394,486.0,394
162213,CA,M,5000.0,98,9,44,10.30769231,7.0,5000.0,780.0,737,827.0,737
177039,OR,F,620.0,0,3,44,9.729166667,21.0,620.0,288.0,284,331.0,284
107264,NE,M,612.0,0,3,64,13.0,20.0,612.0,404.0,380,400.0,380
60708,IN,U,482.0,0,0,55,3.117647059,5.0,482.0,429.0,401,447.0,401
12234,CA,F,2247.0,60,10,56,9.517241379,10.0,2247.0,425.0,430,500.0,430
59240,IN,F,1395.0,28,7,61,9.0,10.0,1395.0,580.0,687,704.0,687
127028,TX,F,586.0,0,2,65,9.142857143,18.0,586.0,295.0,288,348.0,288
72321,MI,M,628.0,2,3,71,8.333333333,10.0,628.0,344.0,337,369.0,337
161309,CA,M,1601.0,21,13,62,11.85714286,18.0,1601.0,351.0,453,492.0,453
58991,KY,M,277.0,0,0,74,20.0,10.0,277.0,123.0,154,168.0,154
136772,AZ,,801.0,0,2,34,12.22222222,19.0,801.0,416.0,410,476.0,410
190560,KS,M,220.0,0,2,71,3.727272727,5.0,220.0,238.0,220,272.0,220
158022,CA,F,2380.0,77,6,21,8.47826087,15.0,2380.0,490.0,567,586.0,567
177260,OR,M,492.0,1,2,39,5.916666667,2.0,492.0,229.0,247,284.0,247
179257,WA,male,1449.0,3,10,46,6.666666667,10.0,1449.0,618.0,635,657.0,635
13434,NC,M,1044.0,15,5,40,10.10526316,15.0,1044.0,299.0,278,329.0,278
45351,FL,F,969.0,8,6,14,26.0,25.0,969.0,390.0,401,460.0,401
102534,AZ,M,1390.0,18,6,0,12.55555556,10.0,1390.0,412.0,457,482.0,457
134159,UT,F,693.0,0,2,81,20.0,15.0,693.0,357.0,367,383.0,367
59746,IN,F,537.0,1,1,82,4.848484849,4.0,537.0,393.0,388,428.0,388
102953,MO,F,652.0,5,2,57,15.0,21.0,652.0,309.0,303,372.0,303
149598,CA,F,2679.0,83,16,44,8.95,10.0,2679.0,600.0,595,592.0,595
45968,FL,F,1155.0,12,2,35,12.5,18.0,1155.0,399.0,399,458.0,399
94486,IL,M,1358.0,3,25,61,7.545454545,6.0,1358.0,481.0,470,501.0,470
165641,CA,F,2192.0,68,14,62,3.777777778,4.0,2192.0,425.0,407,487.0,407
19779,NC,M,1285.0,11,3,41,17.625,15.0,1285.0,636.0,640,676.0,640
1249,IL,M,1435.0,6,10,78,9.384615385,32.0,1435.0,473.0,485,517.0,485
57119,KY,M,556.0,0,1,82,10.54545455,20.0,556.0,288.0,274,322.0,274
158615,CA,F,2875.0,75,14,34,10.0,15.0,2875.0,374.0,347,442.0,347
153353,CA,F,885.0,1,35,47,18.2,27.0,885.0,171.0,263,220.0,263
42686,FL,F,824.0,3,8,13,20.0,20.0,824.0,289.0,313,352.0,313
71744,MI,M,727.0,2,5,63,17.0,36.0,727.0,383.0,260,463.0,260
116608,TX,F,570.0,2,1,76,10.0625,25.0,570.0,249.0,276,301.0,276
176138,OR,M,0.0,0,0,0,8.3125,10.0,0.0,0.0,0,0.0,0
190789,MI,M,1770.0,15,10,79,12.0,18.0,1770.0,720.0,713,730.0,713
109450,LA,F,590.0,0,0,77,7.545454545,11.0,590.0,282.0,309,329.0,309
102741,MO,F,238.0,0,0,82,14.42857143,20.0,238.0,225.0,233,287.0,233
59598,IN,M,521.0,0,2,71,18.18181818,15.0,521.0,297.0,293,343.0,293
157481,CA,,2439.0,68,17,48,17.0,19.0,2439.0,572.0,574,619.0,574
21922,NC,female,844.0,21,0,55,15.53571429,20.0,844.0,286.0,323,352.0,323
35908,FL,F,693.0,7,1,24,15.0,20.0,693.0,457.0,413,463.0,413
105331,KS,M,237.0,0,0,80,12.5,20.0,237.0,222.0,218,261.0,218
157728,CA,M,2102.0,57,14,57,15.0,20.0,2102.0,412.0,416,463.0,416
81073,WI,F,571.0,0,3,74,9.166666667,10.0,571.0,307.0,295,349.0,295
38471,FL,F,1033.0,25,6,36,13.77777778,25.0,1033.0,545.0,544,598.0,544
163675,CA,,1693.0,23,6,58,10.875,10.0,1693.0,467.0,457,492.0,457
11195,MT,M,589.0,0,0,54,11.8,10.0,589.0,318.0,294,334.0,294
5144,TX,M,1938.0,50,33,40,10.06060606,15.0,1938.0,174.0,197,205.0,197
37221,FL,M,775.0,0,14,8,3.956521739,6.0,775.0,296.0,308,363.0,308
187959,NC,,1024.0,11,1,33,7.5,10.0,1024.0,364.0,396,429.0,396
95536,IL,F,886.0,3,0,68,16.66666667,20.0,886.0,465.0,447,433.0,447
103330,MO,F,915.0,7,3,62,10.33333333,50.0,915.0,432.0,445,492.0,445
174360,OR,F,1163.0,2,12,30,8.916666667,11.0,1163.0,631.0,633,655.0,633
173805,HI,F,2506.0,70,8,55,8.875,50.0,2506.0,455.0,501,517.0,501
30745,GA,F,717.0,3,3,53,12.5,25.0,717.0,388.0,381,424.0,381
20645,NC,female,405.0,0,1,91,11.33333333,10.0,405.0,182.0,216,214.0,216
27928,GA,M,1025.0,4,1,58,13.0,12.0,1025.0,493.0,470,519.0,470
80866,WI,F,438.0,0,0,81,4.545454546,4.0,438.0,360.0,339,373.0,339
55408,MS,M,1449.0,28,0,74,5.25,4.0,1449.0,783.0,720,791.0,720
54674,MS,M,440.0,0,0,75,4.705882353,5.0,440.0,288.0,315,364.0,315
185287,CA,F,1812.0,19,7,52,4.615384615,5.0,1812.0,452.0,435,464.0,435
178009,OR,M,779.0,1,4,25,4.037037037,5.0,779.0,223.0,249,262.0,249
143069,CA,M,3431.0,86,20,51,15.2,20.0,3431.0,626.0,610,664.0,610
28874,GA,M,928.0,18,11,68,17.5,21.0,928.0,310.0,396,472.0,396
144110,CA,F,5882.0,98,40,23,9.777777778,15.0,5882.0,596.0,623,657.0,623
77116,WI,F,660.0,1,2,90,9.111111111,10.0,660.0,326.0,351,370.0,351
3553,WA,male,732.0,0,3,33,16.28571429,20.0,732.0,425.0,434,445.0,434
60265,IN,F,225.0,0,0,79,3.15,5.0,225.0,198.0,185,226.0,185
74552,MI,F,376.0,0,1,89,4.555555556,3.0,376.0,304.0,281,321.0,281
29215,GA,F,920.0,9,1,65,17.375,38.0,920.0,375.0,404,449.0,404
3504,OR,F,700.0,0,4,54,15.77777778,17.0,700.0,390.0,394,424.0,394
65114,MI,M,764.0,1,3,74,3.966666667,3.0,764.0,385.0,305,458.0,305
105823,KS,M,738.0,0,1,60,6.5,2.5,738.0,509.0,479,503.0,479
26410,GA,F,821.0,0,9,36,20.33333333,28.0,821.0,413.0,407,442.0,407
24080,SC,M,475.0,1,0,86,25.0,25.0,475.0,302.0,275,301.0,275
159696,CA,F,1392.0,16,14,72,15.0,15.0,1392.0,381.0,484,516.0,484
24644,UT,F,866.0,2,0,77,8.166666667,25.0,866.0,426.0,446,475.0,446
6457,CA,F,956.0,6,8,34,6.085714286,15.0,956.0,272.0,272,325.0,272
168317,CA,U,2341.0,70,12,50,8.0,13.0,2341.0,469.0,427,502.0,427
159553,WA,male,1009.0,4,1,44,5.333333333,7.0,1009.0,562.0,615,619.0,615
56049,MS,female,398.0,0,1,81,9.5,14.0,398.0,277.0,270,309.0,270
63865,IN,M,448.0,0,0,80,5.578947368,12.0,448.0,291.0,274,320.0,274
62084,IN,M,522.0,1,1,64,13.41666667,20.0,522.0,293.0,323,334.0,323
165719,CA,F,3567.0,88,6,46,3.411764706,4.0,3567.0,739.0,710,832.0,710
171950,CA,F,1444.0,10,8,60,6.8,10.0,1444.0,441.0,475,485.0,475
118367,TX,,462.0,0,2,76,10.0,19.0,462.0,266.0,274,311.0,274
41187,FL,M,514.0,1,9,53,15.0,15.0,514.0,258.0,268,298.0,268
132304,CO,F,774.0,1,0,36,5.888888889,10.0,774.0,367.0,392,396.0,392
138944,AZ,Female,1436.0,25,9,12,7.571428571,11.0,1436.0,378.0,395,466.0,395
161204,CA,M,633.0,1,12,64,25.0,20.0,633.0,273.0,291,299.0,291
186579,CA,F,1869.0,38,5,61,6.157894737,5.0,1869.0,560.0,577,600.0,577
11978,CO,M,1213.0,19,3,33,12.46076923,15.0,1213.0,416.0,436,493.0,436
117711,TX,F,271.0,0,0,76,13.6,16.0,271.0,180.0,168,258.0,168
38924,FL,M,740.0,0,18,23,15.0,20.0,740.0,318.0,348,348.0,348
47448,AL,Male,714.0,0,3,81,4.571428571,5.0,714.0,463.0,383,463.0,383
182479,WA,F,457.0,0,4,63,6.8,15.0,457.0,323.0,308,370.0,308
96075,IL,M,568.0,0,0,84,4.7,5.0,568.0,279.0,282,353.0,282
138997,AZ,M,480.0,1,2,21,9.714285714,12.0,480.0,214.0,214,235.0,214
108989,LA,F,1381.0,19,1,64,15.0,15.0,1381.0,672.0,718,776.0,718
87016,MT,female,425.0,0,0,70,22.83333333,23.0,425.0,163.0,277,163.0,277
12666,AZ,M,863.0,0,4,0,68.8,75.0,863.0,325.0,368,446.0,368
34302,FL,F,837.0,8,3,49,11.47619048,14.0,837.0,341.0,397,431.0,397
3018,CA,F,1429.0,12,35,44,12.0,25.0,1429.0,253.0,315,329.0,315
145231,CA,,0.0,0,22,16,5.466666667,6.0,0.0,664.0,388,725.0,388
152418,CA,M,1637.0,33,8,46,11.625,12.0,1637.0,405.0,403,454.0,403
65061,MI,M,1559.0,27,7,80,20.0,25.0,1559.0,621.0,604,666.0,604
72220,MI,F,835.0,2,5,67,9.375,15.0,835.0,497.0,477,507.0,477
112288,CA,F,1259.0,13,10,54,13.16666667,12.0,1259.0,396.0,434,458.0,434
109539,LA,F,599.0,0,0,83,13.73333333,20.0,599.0,335.0,302,352.0,302
7836,CA,M,2123.0,56,11,49,24.11538462,25.0,2123.0,480.0,517,539.0,517
41448,FL,F,1503.0,29,8,33,9.857142857,15.0,1503.0,572.0,519,659.0,519
110822,AR,Female,576.0,0,1,78,12.4,20.0,576.0,311.0,326,351.0,326
66163,MI,F,922.0,1,2,77,10.5,10.0,922.0,481.0,504,526.0,504
6183,WA,male,1598.0,9,6,42,25.8,100.0,1598.0,514.0,557,568.0,557
124787,TX,F,626.0,2,22,68,15.0,20.0,626.0,246.0,258,272.0,258
109644,FL,J,546.0,0,8,27,12.07692308,5.0,546.0,258.0,262,270.0,262
105650,KS,F,491.0,0,0,74,4.333333333,10.0,491.0,342.0,334,356.0,334
45982,FL,F,607.0,1,2,29,8.0,15.0,607.0,344.0,331,362.0,331
14437,CO,M,844.0,0,1,49,8.344827586,20.0,844.0,356.0,386,393.0,386
10399,NE,F,275.0,0,0,89,10.0,10.0,275.0,252.0,286,338.0,286
151828,CA,M,956.0,4,27,44,9.666666667,10.0,956.0,278.0,257,303.0,257
162606,CA,F,2653.0,86,31,50,12.5,9.0,2653.0,417.0,448,444.0,448
141809,CA,F,788.0,0,28,33,8.2,8.0,788.0,119.0,116,155.0,116
178884,WA,male,1244.0,2,10,46,15.0,15.0,1244.0,423.0,450,459.0,450
178098,OR,F,407.0,0,1,53,4.411764706,6.0,407.0,220.0,232,271.0,232
116082,TX,M,569.0,0,6,63,7.333333333,10.0,569.0,336.0,342,359.0,342
190769,AR,M,855.0,6,1,56,10.0,10.0,855.0,267.0,345,374.0,345
177087,OR,M,619.0,0,0,42,11.4,12.0,619.0,394.0,409,423.0,409
101654,MO,F,634.0,0,1,64,15.33333333,18.0,634.0,378.0,355,406.0,355
62760,IN,M,397.0,0,1,79,3.7,5.0,397.0,340.0,317,362.0,317
135406,AZ,M,742.0,0,2,36,11.0,25.0,742.0,399.0,421,441.0,421
142409,NV,M,607.0,1,7,26,7.666666667,10.0,607.0,397.0,393,431.0,393
79627,WI,male,2083.0,52,6,61,9.375,10.0,2083.0,338.0,393,493.0,393
27310,GA,M,866.0,0,1,63,10.0,15.0,866.0,458.0,501,506.0,501
122131,TX,F,831.0,0,12,59,19.25,15.0,831.0,601.0,625,629.0,625
131169,CO,F,1782.0,35,5,36,18.125,25.0,1782.0,704.0,650,749.0,650
78009,WI,F,804.0,0,2,89,20.0,20.0,804.0,445.0,454,470.0,454
86445,ND,F,751.0,0,1,64,8.625,15.0,751.0,340.0,338,381.0,338
162343,CA,M,5283.0,99,30,50,10.63636364,20.0,5283.0,696.0,674,742.0,674
35316,FL,F,845.0,1,11,20,9.9375,14.0,845.0,372.0,358,436.0,358
148946,CA,F,1756.0,18,48,38,13.0,10.0,1756.0,355.0,384,388.0,384
5524,AZ,Female,1084.0,2,7,18,13.88888889,15.0,1084.0,411.0,434,462.0,434
57593,KY,M,310.0,0,0,84,5.736842105,5.0,310.0,171.0,199,233.0,199
144339,CA,U,2941.0,83,20,53,11.66666667,10.0,2941.0,804.0,712,819.0,712
158355,CA,M,1857.0,17,26,52,20.0,15.0,1857.0,497.0,526,531.0,526
24311,NC,female,877.0,7,1,63,10.22222222,3.0,877.0,336.0,362,405.0,362
44009,FL,F,1086.0,12,4,24,9.375,20.0,1086.0,433.0,457,502.0,457
7059,SC,F,1015.0,0,14,40,9.571428571,10.0,1015.0,500.0,516,533.0,516
11399,CA,F,809.0,0,30,52,4.585714286,8.0,809.0,191.0,209,227.0,209
50262,Tennessee,M,648.0,0,0,86,5.866666667,10.0,648.0,325.0,352,362.0,352
40338,FL,F,902.0,4,13,28,12.4,21.0,902.0,413.0,460,461.0,460
91101,IL,M,889.0,0,0,86,16.4,25.0,889.0,518.0,517,513.0,517
130969,CO,F,1309.0,10,3,38,7.1,20.0,1309.0,528.0,572,606.0,572
128122,TX,M,438.0,3,1,68,6.125,5.0,438.0,264.0,240,267.0,240
167149,CA,M,2961.0,95,16,51,14.66666667,20.0,2961.0,665.0,716,708.0,716
67742,MI,F,1101.0,18,1,81,7.9,5.0,1101.0,560.0,554,624.0,554
66303,MI,F,704.0,0,22,66,3.727272727,2.0,704.0,494.0,481,511.0,481
86205,SD,F,527.0,0,2,71,12.90909091,25.0,527.0,321.0,311,340.0,311
1899,CA,M,1519.0,14,9,65,10.22222222,12.5,1519.0,381.0,406,429.0,406
184690,AK,Male,778.0,0,15,27,15.0,20.0,778.0,446.0,546,568.0,546
7265,CA,F,1465.0,1,16,25,10.70588235,10.0,1465.0,341.0,369,519.0,369
159178,CA,M,2765.0,93,10,54,8.833333333,10.0,2765.0,709.0,733,753.0,733
49812,AL,F,384.0,0,0,66,3.659090909,3.0,384.0,203.0,212,271.0,212
33135,FL,F,754.0,1,2,47,9.8125,10.0,754.0,377.0,402,435.0,402
23459,SC,F,689.0,0,1,69,13.16666667,25.0,689.0,320.0,343,350.0,343
186271,CA,M,3529.0,93,9,56,19.85714286,40.0,3529.0,648.0,633,719.0,633
55624,MS,female,403.0,2,0,79,9.705882353,10.0,403.0,230.0,293,365.0,293
129912,CO,M,0.0,0,7,17,13.33333333,50.0,0.0,411.0,407,427.0,407
8657,WA,F,1734.0,29,3,44,16.42857143,15.0,1734.0,405.0,396,430.0,396
129174,AZ,U,850.0,3,4,22,9.166666667,10.0,850.0,371.0,356,409.0,356
129453,CO,F,1174.0,9,3,40,5.444444444,5.0,1174.0,550.0,525,603.0,525
50027,Tennessee,F,776.0,1,1,77,5.636363636,40.0,776.0,356.0,367,397.0,367
85804,MN,M,267.0,0,2,75,17.1,20.0,267.0,238.0,233,256.0,233
9742,OR,M,661.0,0,7,56,9.238095238,14.0,661.0,346.0,356,378.0,356
1986,CA,F,1368.0,20,7,56,5.551724138,5.0,1368.0,416.0,487,528.0,487
26924,GA,M,1166.0,7,1,49,23.75,60.0,1166.0,577.0,589,609.0,589
145480,CA,F,3326.0,97,21,51,7.785714286,12.0,3326.0,600.0,582,603.0,582
45824,FL,M,1385.0,19,7,11,15.8,25.0,1385.0,464.0,495,545.0,495
187417,AA,Male,0.0,0,0,0,10.66666667,45.0,0.0,0.0,0,0.0,0
173094,CA,M,609.0,2,4,57,9.166666667,15.0,609.0,238.0,297,319.0,297
182573,WA,male,634.0,1,2,58,6.583333333,12.0,634.0,320.0,323,372.0,323
185815,FL,F,550.0,3,29,20,5.25,7.0,550.0,188.0,191,196.0,191
86580,ND,F,263.0,0,0,86,3.815789474,5.0,263.0,288.0,240,295.0,240
113680,TX,M,331.0,0,4,85,20.0,30.0,331.0,258.0,269,301.0,269
179876,WA,F,1373.0,12,6,53,7.75,10.0,1373.0,539.0,445,529.0,445
52171,Tennessee,M,416.0,0,0,80,4.25,5.0,416.0,221.0,229,261.0,229
2586,GA,M,916.0,0,15,31,20.0,20.0,916.0,419.0,383,480.0,383
22499,SC,F,438.0,0,0,84,15.61538462,10.0,438.0,257.0,242,272.0,242
186773,KY,F,722.0,0,2,71,4.852941177,8.0,722.0,317.0,324,399.0,324
90680,IL,F,2169.0,60,2,69,12.61538462,24.0,2169.0,911.0,899,951.0,899
123669,TX,,923.0,6,4,55,9.230769231,10.0,923.0,584.0,661,711.0,661
106850,NE,F,901.0,0,5,21,15.0,23.0,901.0,472.0,459,504.0,459
172068,CA,M,1345.0,1,17,49,11.94444444,20.0,1345.0,488.0,477,503.0,477
109451,LA,F,608.0,0,1,81,7.25,25.0,608.0,410.0,380,402.0,380
113891,OK,M,290.0,0,2,72,8.538461539,11.0,290.0,228.0,244,303.0,244
148991,CA,F,3209.0,74,10,47,19.4,25.0,3209.0,728.0,648,759.0,648
63941,IN,F,700.0,2,0,75,8.157894737,10.0,700.0,385.0,432,446.0,432
48006,AL,F,486.0,3,1,80,6.6,5.0,486.0,283.0,281,315.0,281
170998,CA,F,621.0,0,8,59,10.16666667,10.0,621.0,266.0,275,307.0,275
31959,FL,M,1548.0,35,5,20,25.0,20.0,1548.0,632.0,646,736.0,646
13805,CA,M,1315.0,17,4,62,27.5,10.7,1315.0,369.0,355,409.0,355
104170,MO,M,889.0,0,2,64,3.72,5.0,889.0,483.0,468,528.0,468
28339,GA,F,2152.0,59,4,42,11.1,11.0,2152.0,634.0,501,738.0,501
1920,NV,M,1032.0,15,12,16,6.919354839,10.0,1032.0,361.0,390,454.0,390
88920,IL,F,1364.0,16,9,62,25.0,25.0,1364.0,468.0,518,561.0,518
45656,FL,M,566.0,0,9,8,27.5,27.0,566.0,242.0,249,272.0,249
175471,OR,F,813.0,5,5,37,6.571428571,5.0,813.0,368.0,301,411.0,301
108820,LA,M,465.0,1,0,84,4.833333333,5.0,465.0,239.0,260,292.0,260
190619,MI,F,943.0,2,1,85,3.518518519,3.0,943.0,502.0,453,515.0,453
13727,NE,F,675.0,0,5,39,20.46153846,30.0,675.0,288.0,317,308.0,317
114909,TX,M,733.0,0,17,50,9.0,10.0,733.0,453.0,496,503.0,496
190410,NC,female,1070.0,21,3,53,8.682926829,9.0,1070.0,354.0,384,435.0,384
166711,CA,F,675.0,0,11,43,22.66666667,45.0,675.0,520.0,438,589.0,438
78669,WI,F,693.0,0,6,82,4.5,6.0,693.0,389.0,223,383.0,223
35267,FL,M,895.0,11,2,28,11.84615385,17.0,895.0,366.0,399,460.0,399
14547,CA,F,1884.0,36,4,65,16.0,20.0,1884.0,580.0,542,636.0,542
136721,AZ,Female,891.0,1,5,29,22.5,30.0,891.0,429.0,440,449.0,440
162026,CA,M,5965.0,99,23,49,9.857142857,16.0,5965.0,1261.0,1053,1089.0,1053
172359,CA,,566.0,0,25,53,8.058823529,20.0,566.0,223.0,241,253.0,241
90727,IL,M,3671.0,93,9,87,5.357142857,5.0,3671.0,1158.0,1043,1108.0,1043
46560,FL,M,1930.0,49,3,23,9.363636364,5.0,1930.0,520.0,581,648.0,581
2321,CA,M,2170.0,60,3,65,38.66666667,25.0,2170.0,421.0,461,500.0,461
179262,WA,U,1801.0,35,6,50,6.0,10.0,1801.0,601.0,570,630.0,570
28890,GA,M,553.0,1,1,87,8.0,15.0,553.0,307.0,324,362.0,324
143787,CA,F,2423.0,83,17,49,21.66666667,10.0,2423.0,561.0,578,610.0,578
88735,IL,F,617.0,1,16,45,5.88,10.0,617.0,322.0,200,308.0,200
89367,IL,M,1209.0,0,6,70,3.21875,3.0,1209.0,467.0,517,516.0,517
75703,IA,F,150.0,1,0,85,5.833333333,6.0,150.0,252.0,244,290.0,244
19641,NC,female,562.0,0,0,80,17.5,30.0,562.0,375.0,378,388.0,378
191531,CA,,1073.0,17,14,47,9.0,13.0,1073.0,392.0,432,453.0,432
1092,CA,M,5817.0,98,16,22,9.84375,15.0,5817.0,1445.0,957,1047.0,957
69034,MI,M,895.0,0,4,84,25.0,25.0,895.0,465.0,560,551.0,560
40919,FL,J,772.0,3,3,58,7.166666667,10.0,772.0,338.0,349,376.0,349
64203,IN,M,404.0,0,2,75,6.189189189,6.0,404.0,351.0,289,363.0,289
151995,CA,F,1881.0,36,9,29,22.8,25.0,1881.0,499.0,475,507.0,475
188284,NC,female,2989.0,66,6,55,5.1,5.0,2989.0,358.0,387,470.0,387
58147,KY,M,318.0,0,0,90,4.409090909,5.0,318.0,163.0,192,207.0,192
51269,Tennessee,F,476.0,0,1,78,5.086956522,5.0,476.0,254.0,250,289.0,250
113261,OK,M,466.0,0,0,54,7.615384615,7.0,466.0,260.0,263,306.0,263
12785,IL,F,852.0,0,7,87,7.933333333,10.0,852.0,393.0,408,459.0,408
364,CA,F,3100.0,79,35,25,13.52380952,10.0,3100.0,488.0,306,497.0,306
163857,CA,M,3564.0,95,22,47,20.0,25.0,3564.0,534.0,518,594.0,518
12312,CA,F,1398.0,7,23,43,122.1666667,95.0,1398.0,213.0,223,272.0,223
95351,IL,F,818.0,3,7,76,8.071785714,12.0,818.0,520.0,514,558.0,514
147464,CA,M,2287.0,74,28,34,20.0,30.0,2287.0,615.0,630,652.0,630
155388,CA,F,883.0,0,3,58,12.5,20.0,883.0,351.0,344,351.0,344
90566,IL,F,1181.0,0,2,69,8.428571429,15.0,1181.0,424.0,444,449.0,444
186013,AL,F,554.0,4,1,63,9.5,15.0,554.0,316.0,351,391.0,351
112406,AR,Female,490.0,0,1,63,22.5,25.0,490.0,271.0,275,310.0,275
14191,TX,M,520.0,0,0,78,5.195652174,5.0,520.0,209.0,222,266.0,222
95132,IL,F,512.0,1,1,73,14.0,25.0,512.0,329.0,295,357.0,295
130926,CO,F,1175.0,8,2,38,5.222222222,5.0,1175.0,568.0,565,599.0,565
168535,CA,M,2103.0,58,52,37,25.0,35.0,2103.0,306.0,385,368.0,385
92749,IL,M,1578.0,11,4,63,9.833333333,15.0,1578.0,600.0,535,617.0,535
19129,NC,female,538.0,1,0,78,11.33333333,5.0,538.0,288.0,299,374.0,299
114912,OK,F,622.0,0,0,64,16.65384615,25.0,622.0,338.0,316,345.0,316
164651,CA,F,2208.0,71,25,46,11.5,5.0,2208.0,334.0,393,411.0,393
94113,IL,F,698.0,26,5,57,10.625,10.0,698.0,201.0,250,293.0,250
116453,TX,F,849.0,3,2,70,15.0,15.0,849.0,422.0,430,457.0,430
72409,MI,F,318.0,0,2,50,8.894736842,10.0,318.0,292.0,296,299.0,296
190634,SC,,834.0,0,6,42,8.0,20.0,834.0,398.0,423,436.0,423
128975,AA,Male,0.0,0,0,0,8.266666667,15.0,0.0,0.0,0,0.0,0
137039,AZ,Female,1568.0,23,3,25,20.0,10.0,1568.0,524.0,600,633.0,600
177927,OR,M,709.0,8,3,44,11.25,15.0,709.0,304.0,339,372.0,339
122988,TX,F,735.0,0,12,42,15.0,14.0,735.0,571.0,461,553.0,461
142765,CA,M,2578.0,71,58,24,13.18181818,20.0,2578.0,347.0,415,430.0,415
48506,AL,F,875.0,3,0,89,11.45833333,18.0,875.0,213.0,188,213.0,188
189666,OR,F,1373.0,23,3,37,15.0,15.0,1373.0,534.0,612,655.0,612
159826,CA,F,1292.0,20,17,66,10.76190476,5.0,1292.0,355.0,436,498.0,436
181891,WA,U,759.0,1,3,44,14.7,25.0,759.0,270.0,281,287.0,281
128162,TX,F,621.0,1,2,73,7.0,8.0,621.0,315.0,378,383.0,378
107040,NE,M,613.0,0,4,51,7.076923077,10.0,613.0,348.0,299,402.0,299
97596,IL,F,350.0,0,0,83,10.0,15.0,350.0,333.0,286,350.0,286
12049,AR,M,326.0,0,1,32,6.3,5.0,326.0,189.0,189,213.0,189
160334,CA,F,1724.0,31,4,56,8.647058824,15.0,1724.0,462.0,492,539.0,492
132522,WY,male,1188.0,33,2,36,5.5,7.0,1188.0,169.0,187,269.0,187
190155,AZ,Female,641.0,0,2,28,10.6,15.0,641.0,289.0,304,322.0,304
151484,CA,M,2546.0,78,43,37,7.764705882,14.0,2546.0,389.0,444,462.0,444
6981,IL,F,397.0,0,0,85,5.129032258,10.0,397.0,333.0,329,374.0,329
154055,CA,F,2953.0,87,17,27,7.923076923,10.0,2953.0,307.0,303,384.0,303
122664,TX,F,745.0,3,5,68,20.0,20.0,745.0,301.0,295,325.0,295
157275,CA,F,3454.0,94,10,36,13.5625,10.0,3454.0,571.0,553,665.0,553
149769,CA,F,2172.0,63,47,34,22.75,46.0,2172.0,344.0,413,369.0,413
90314,IL,F,1081.0,1,5,71,7.941176471,7.0,1081.0,484.0,489,495.0,489
175396,OR,F,409.0,0,5,58,13.0,22.0,409.0,275.0,275,297.0,275
133949,UT,M,723.0,3,1,76,6.094375,6.0,723.0,340.0,360,386.0,360
164461,CA,M,2632.0,79,22,39,6.6,8.0,2632.0,572.0,571,618.0,571
119089,TX,M,1038.0,0,0,61,8.1,11.0,1038.0,535.0,580,626.0,580
61421,IN,F,666.0,0,3,68,17.16666667,20.0,666.0,399.0,403,417.0,403
5546,FL,F,717.0,1,5,14,9.444444444,10.0,717.0,315.0,316,360.0,316
183747,WA,F,902.0,8,2,45,18.75,25.0,902.0,367.0,505,505.0,505
20802,NC,U,436.0,1,1,89,15.0,25.0,436.0,206.0,214,258.0,214
107644,NE,M,422.0,0,0,81,6.1875,7.0,422.0,326.0,320,376.0,320
139563,NM,M,1647.0,21,9,22,7.388888889,8.0,1647.0,599.0,611,642.0,611
191134,KS,F,431.0,0,13,61,5.805555556,5.0,431.0,261.0,264,284.0,264
183043,WA,male,876.0,3,4,37,20.0,25.0,876.0,353.0,403,439.0,403
165392,CA,M,1911.0,41,16,54,15.0,21.0,1911.0,486.0,489,517.0,489
